userid,category,placeid,local_datetime,latitude,longitude,country_name,state_name,h3_cell
3809,Travel,54916,2010-11-15 02:11:55+00:00,40.7558315826,-73.973017931,United States,New_York,8a2a100d6387fff
3809,Travel,54916,2010-11-14 20:36:00+00:00,40.7558315826,-73.973017931,United States,New_York,8a2a100d6387fff
3809,Travel,54916,2010-11-14 17:26:46+00:00,40.7558315826,-73.973017931,United States,New_York,8a2a100d6387fff
49949,Travel,54916,2010-10-07 18:20:41+00:00,40.7558315826,-73.973017931,United States,New_York,8a2a100d6387fff
55516,Travel,54916,2010-06-06 16:01:36+00:00,40.7558315826,-73.973017931,United States,New_York,8a2a100d6387fff
55516,Travel,54916,2010-06-04 19:38:31+00:00,40.7558315826,-73.973017931,United States,New_York,8a2a100d6387fff
25925,Travel,54916,2011-04-26 00:31:07+00:00,40.7558315826,-73.973017931,United States,New_York,8a2a100d6387fff
53216,Travel,54916,2010-02-15 20:35:56+00:00,40.7558315826,-73.973017931,United States,New_York,8a2a100d6387fff
62139,Travel,54916,2011-05-13 18:31:32+00:00,40.7558315826,-73.973017931,United States,New_York,8a2a100d6387fff
62139,Travel,54916,2011-04-03 14:16:55+00:00,40.7558315826,-73.973017931,United States,New_York,8a2a100d6387fff
62139,Travel,54916,2011-04-01 00:52:48+00:00,40.7558315826,-73.973017931,United States,New_York,8a2a100d6387fff
62139,Travel,54916,2010-03-20 20:17:55+00:00,40.7558315826,-73.973017931,United States,New_York,8a2a100d6387fff
62139,Travel,54916,2010-03-19 23:06:09+00:00,40.7558315826,-73.973017931,United States,New_York,8a2a100d6387fff
22111,Travel,54916,2009-12-15 16:03:37+00:00,40.7558315826,-73.973017931,United States,New_York,8a2a100d6387fff
34240,Travel,37286,2010-07-21 06:59:31+00:00,40.7564979997,-73.9734685421,United States,New_York,8a2a100d63b7fff
58735,Travel,37286,2009-12-26 17:09:41+00:00,40.7564979997,-73.9734685421,United States,New_York,8a2a100d63b7fff
434,Travel,37286,2010-03-20 21:53:34+00:00,40.7564979997,-73.9734685421,United States,New_York,8a2a100d63b7fff
22482,Travel,37286,2010-03-09 22:58:27+00:00,40.7564979997,-73.9734685421,United States,New_York,8a2a100d63b7fff
197017,Travel,37286,2010-07-21 02:26:01+00:00,40.7564979997,-73.9734685421,United States,New_York,8a2a100d63b7fff
262495,Travel,37286,2010-07-06 21:07:26+00:00,40.7564979997,-73.9734685421,United States,New_York,8a2a100d63b7fff
55516,Travel,37286,2010-06-04 19:38:54+00:00,40.7564979997,-73.9734685421,United States,New_York,8a2a100d63b7fff
249384,Travel,37286,2010-12-13 22:15:09+00:00,40.7564979997,-73.9734685421,United States,New_York,8a2a100d63b7fff
114821,Travel,37286,2010-10-02 22:08:42+00:00,40.7564979997,-73.9734685421,United States,New_York,8a2a100d63b7fff
63632,Travel,37286,2010-12-24 23:48:10+00:00,40.7564979997,-73.9734685421,United States,New_York,8a2a100d63b7fff
63632,Travel,37286,2010-12-23 23:16:06+00:00,40.7564979997,-73.9734685421,United States,New_York,8a2a100d63b7fff
63632,Travel,37286,2010-12-23 04:07:20+00:00,40.7564979997,-73.9734685421,United States,New_York,8a2a100d63b7fff
63632,Travel,37286,2010-12-22 16:31:52+00:00,40.7564979997,-73.9734685421,United States,New_York,8a2a100d63b7fff
63632,Travel,37286,2010-12-21 23:29:09+00:00,40.7564979997,-73.9734685421,United States,New_York,8a2a100d63b7fff
63632,Travel,37286,2010-12-20 23:32:00+00:00,40.7564979997,-73.9734685421,United States,New_York,8a2a100d63b7fff
120,Travel,37286,2010-10-08 04:17:51+00:00,40.7564979997,-73.9734685421,United States,New_York,8a2a100d63b7fff
34240,Travel,54912,2010-07-21 06:57:30+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
1673384,Travel,54912,2010-10-29 22:03:33+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
262495,Travel,54912,2010-07-06 21:07:15+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
10684,Travel,54912,2010-08-02 19:59:10+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
10684,Travel,54912,2010-08-01 23:00:20+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
133080,Travel,54912,2010-12-15 22:35:34+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
133080,Travel,54912,2010-11-19 21:30:11+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
138996,Travel,54912,2011-05-23 21:04:04+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
138996,Travel,54912,2011-04-11 15:45:15+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
9490,Travel,54912,2010-07-22 22:48:16+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
11817,Travel,54912,2010-02-06 18:58:35+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
11817,Travel,54912,2010-02-05 17:36:57+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
66953,Travel,54912,2010-09-28 23:29:12+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
66953,Travel,54912,2010-06-26 01:20:53+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
53263,Travel,54912,2010-01-13 02:30:59+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
53263,Travel,54912,2009-12-28 16:21:32+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
53263,Travel,54912,2009-12-22 23:43:57+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
53263,Travel,54912,2009-12-16 20:36:12+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
53263,Travel,54912,2009-12-14 15:35:09+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
22111,Travel,54912,2009-12-14 17:50:42+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
22111,Travel,54912,2009-12-05 01:21:03+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
22111,Travel,54912,2009-11-19 14:27:00+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
22111,Travel,54912,2009-11-18 22:42:57+00:00,40.7548807078,-73.9734899998,United States,New_York,8a2a100d639ffff
34240,Travel,13022,2010-07-21 06:57:13+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2011-01-29 02:17:18+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-12-26 17:46:03+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-12-22 15:27:57+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-12-14 14:26:21+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-12-05 21:44:37+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-09-26 20:38:41+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-09-12 19:32:21+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-06-25 14:11:35+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-06-02 14:28:27+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-06-01 14:32:13+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-30 18:42:32+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-28 14:25:31+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-27 23:21:20+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-27 14:24:16+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-24 14:24:23+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-23 01:08:08+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-21 18:12:31+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-19 22:11:48+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-19 14:34:40+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-18 22:21:03+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-18 14:37:35+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-17 22:09:37+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-17 14:31:13+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-16 20:42:24+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-14 21:17:26+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-14 17:53:37+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-14 14:33:37+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-13 22:21:08+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-13 14:26:46+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-12 22:27:10+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-12 14:26:09+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-11 14:29:51+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-10 22:19:51+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-10 14:31:19+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-07 20:07:00+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-06 22:35:27+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-06 14:28:54+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-05 22:23:14+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-04 22:34:43+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-04 14:30:05+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-03 22:21:29+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-05-03 14:23:26+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-29 15:14:34+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-28 22:18:04+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-28 14:27:04+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-27 22:20:16+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-27 14:17:29+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-26 14:12:12+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-23 14:23:05+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-22 22:01:05+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-22 14:18:35+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-21 22:08:01+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-20 22:20:00+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-20 14:21:46+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-19 22:08:37+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-19 14:14:04+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-16 22:16:52+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-16 14:24:46+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-15 22:02:06+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-15 14:30:41+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-14 22:10:14+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-14 13:59:47+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-04-13 22:27:26+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-03-12 23:07:52+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-03-10 23:14:03+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-03-07 20:51:03+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-03-03 23:38:18+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-03-02 23:15:37+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-02-16 23:36:06+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-02-12 23:11:14+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-02-09 23:09:20+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-02-08 00:41:49+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-02-05 23:09:44+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-02-02 23:19:09+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-01-26 23:18:24+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-01-25 23:15:29+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-01-22 23:11:35+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-01-14 23:17:12+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-01-11 23:11:13+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-01-11 15:18:18+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-01-07 23:25:31+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-01-05 23:39:23+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2010-01-04 23:28:05+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2009-12-26 16:33:13+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2009-12-26 02:34:54+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2009-12-23 19:19:43+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2009-12-22 17:46:02+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2009-12-21 22:03:41+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2009-12-16 23:20:25+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58735,Travel,13022,2009-12-16 23:19:09+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
116691,Travel,13022,2011-04-08 19:00:59+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
93208,Travel,13022,2011-05-03 14:36:08+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
93208,Travel,13022,2011-03-23 14:41:31+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
93208,Travel,13022,2010-11-13 22:59:43+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
130631,Travel,13022,2010-07-31 11:33:39+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
12914,Travel,13022,2010-09-04 15:47:50+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
197017,Travel,13022,2011-04-21 03:25:21+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
197017,Travel,13022,2011-04-21 03:24:54+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
197017,Travel,13022,2011-01-09 03:57:13+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
197017,Travel,13022,2010-12-24 03:09:52+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
197017,Travel,13022,2010-12-22 03:17:47+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
197017,Travel,13022,2010-12-21 16:07:37+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
197017,Travel,13022,2010-11-20 04:39:09+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
197017,Travel,13022,2010-11-04 01:42:49+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
197017,Travel,13022,2010-11-03 15:44:09+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
197017,Travel,13022,2010-08-01 15:43:41+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
197017,Travel,13022,2010-04-08 02:23:25+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
68762,Travel,13022,2011-04-10 17:09:34+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
68762,Travel,13022,2010-11-20 13:28:18+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
194912,Travel,13022,2010-08-04 16:01:34+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
194912,Travel,13022,2010-08-04 16:00:49+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
194912,Travel,13022,2010-08-02 16:35:54+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
112025,Travel,13022,2011-04-28 07:03:43+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
1673384,Travel,13022,2011-02-17 02:27:07+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
1673384,Travel,13022,2011-01-25 19:43:04+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
1673384,Travel,13022,2011-01-24 21:28:30+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
1673384,Travel,13022,2010-12-01 19:18:31+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
1673384,Travel,13022,2010-12-01 08:05:43+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
1673384,Travel,13022,2010-11-06 07:46:52+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
1673384,Travel,13022,2010-11-05 22:07:12+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
1673384,Travel,13022,2010-10-31 09:33:55+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
1673384,Travel,13022,2010-10-31 05:19:15+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
1673384,Travel,13022,2010-10-30 20:44:03+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
1673384,Travel,13022,2010-10-30 02:32:21+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
1673384,Travel,13022,2010-10-29 19:40:52+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
1673384,Travel,13022,2010-10-23 05:11:16+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
1673384,Travel,13022,2010-10-21 23:55:47+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
1673384,Travel,13022,2010-10-15 21:36:44+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
262495,Travel,13022,2010-07-06 21:06:14+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
262495,Travel,13022,2010-07-06 06:45:55+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
25632,Travel,13022,2010-04-01 14:49:38+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
10684,Travel,13022,2010-08-02 20:01:30+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
133080,Travel,13022,2011-02-16 17:40:02+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
133080,Travel,13022,2010-11-18 00:39:58+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
133080,Travel,13022,2010-10-09 03:30:45+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
58657,Travel,13022,2010-07-06 23:12:06+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
40135,Travel,13022,2010-11-06 18:10:32+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
40135,Travel,13022,2009-12-06 16:24:53+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
55516,Travel,13022,2011-05-01 22:56:33+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
55516,Travel,13022,2010-06-06 21:31:39+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
55516,Travel,13022,2010-06-04 19:51:14+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
2366301,Travel,13022,2011-06-16 18:08:35+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
60706,Travel,13022,2010-02-14 02:13:56+00:00,40.7527919861,-73.9772558212,United States,New_York,8a2a100d6297fff
